fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,06,23,"MADHYA PRADESH",392,BALAGHAT,IGNDPS,2214,205,402,60,1547,1481,650,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",396,BHOPAL,IGNDPS,2484,507,114,885,978,911,284,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",407,GWALIOR,IGNDPS,800,272,59,78,391,406,211,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",410,INDORE,IGNDPS,1558,392,335,198,633,712,338,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",415,MANDLA,IGNDPS,4053,286,2199,88,1480,1988,581,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",416,MANDSAUR,IGNDPS,3592,931,94,554,2013,1953,596,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",417,MORENA,IGNDPS,2346,689,22,543,1092,1081,884,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",419,NEEMUCH,IGNDPS,1373,259,132,180,802,757,265,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",421,RAISEN,IGNDPS,3825,927,498,697,1703,1787,586,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",427,SEHORE,IGNDPS,3322,1199,303,397,1423,2016,669,2024-07-30
2023-2024,06,23,"MADHYA PRADESH",437,VIDISHA,IGNDPS,1365,347,67,224,727,847,631,2024-07-30
2023-2024,06,24,GUJARAT,440,ANAND,IGNDPS,1031,142,12,520,353,724,769,2024-07-30
2023-2024,06,24,GUJARAT,442,BHARUCH,IGNDPS,350,43,108,196,2,345,342,2024-07-30
2023-2024,06,24,GUJARAT,444,DANG,IGNDPS,198,4,185,9,0,196,198,2024-07-30
2023-2024,06,24,GUJARAT,445,DAHOD,IGNDPS,1670,37,1209,336,88,1432,1051,2024-07-30
2023-2024,06,24,GUJARAT,446,GANDHINAGAR,IGNDPS,153,25,1,78,47,128,112,2024-07-30
2023-2024,06,24,GUJARAT,447,JAMNAGAR,IGNDPS,657,35,1,594,27,635,380,2024-07-30
2023-2024,06,24,GUJARAT,458,"SABAR KANTHA",IGNDPS,620,123,141,121,235,553,608,2024-07-30
2023-2024,06,24,GUJARAT,461,VADODARA,IGNDPS,489,60,21,375,30,359,267,2024-07-30
2023-2024,06,24,GUJARAT,462,VALSAD,IGNDPS,400,18,287,32,63,398,398,2024-07-30
2023-2024,06,27,MAHARASHTRA,467,AKOLA,IGNDPS,274,0,0,274,0,239,5,2024-07-30
2023-2024,06,27,MAHARASHTRA,468,AMRAVATI,IGNDPS,417,34,133,231,19,322,122,2024-07-30
2023-2024,06,27,MAHARASHTRA,472,BULDHANA,IGNDPS,724,15,0,706,3,633,63,2024-07-30
2023-2024,06,27,MAHARASHTRA,481,LATUR,IGNDPS,440,58,0,348,34,359,64,2024-07-30
2023-2024,06,27,MAHARASHTRA,487,NASHIK,IGNDPS,708,17,365,301,25,546,60,2024-07-30
2023-2024,06,27,MAHARASHTRA,492,RATNAGIRI,IGNDPS,229,15,1,118,95,226,143,2024-07-30
2023-2024,06,27,MAHARASHTRA,494,SATARA,IGNDPS,108,4,3,86,15,105,108,2024-07-30
2023-2024,06,27,MAHARASHTRA,498,WARDHA,IGNDPS,251,25,13,157,56,193,38,2024-07-30
2023-2024,06,28,"ANDHRA PRADESH",517,PRAKASAM,IGNDPS,3202,633,181,1348,1040,1521,1172,2024-07-30
2023-2024,06,28,"ANDHRA PRADESH",520,VISAKHAPATANAM,IGNDPS,1433,113,386,332,602,732,434,2024-07-30
2023-2024,06,28,"ANDHRA PRADESH",523,"WEST GODAVARI",IGNDPS,2600,603,132,574,1291,1522,1348,2024-07-30
2023-2024,06,29,KARNATAKA,531,"CHAMARAJA NAGARA",IGNDPS,465,43,15,27,380,453,331,2024-07-30
2023-2024,06,29,KARNATAKA,541,KODAGU,IGNDPS,686,45,12,271,358,678,407,2024-07-30
2023-2024,06,3,PUNJAB,28,BATHINDA,IGNDPS,449,42,0,406,1,262,374,2024-07-30
2023-2024,06,3,PUNJAB,40,NAWANSHAHR,IGNDPS,114,2,0,112,0,82,114,2024-07-30
2023-2024,06,3,PUNJAB,43,SANGRUR,IGNDPS,553,37,0,501,15,304,419,2024-07-30
2023-2024,06,3,PUNJAB,609,"TARAN TARAN",IGNDPS,244,5,0,239,0,119,190,2024-07-30
2023-2024,06,30,GOA,552,"SOUTH GOA",IGNDPS,240,1,65,121,53,187,5,2024-07-30
2023-2024,06,32,KERALA,554,ALAPPUZHA,IGNDPS,15772,342,122,15308,0,3222,4184,2024-07-30
2023-2024,06,32,KERALA,557,KANNUR,IGNDPS,13843,129,256,13458,0,3061,5159,2024-07-30
2023-2024,06,32,KERALA,559,KOLLAM,IGNDPS,20238,410,634,19194,0,3043,4716,2024-07-30
2023-2024,06,32,KERALA,566,THRISSUR,IGNDPS,21270,682,714,19874,0,3903,5560,2024-07-30
2023-2024,06,33,"TAMIL NADU",577,KRISHNAGIRI,IGNDPS,1157,122,4,31,1000,484,1144,2024-07-30
2023-2024,06,33,"TAMIL NADU",579,NAGAPATTINAM,IGNDPS,1886,749,0,18,1119,1301,1875,2024-07-30
2023-2024,06,33,"TAMIL NADU",580,NAMAKKAL,IGNDPS,124,32,5,0,87,55,122,2024-07-30
2023-2024,06,33,"TAMIL NADU",582,PUDUKKOTTAI,IGNDPS,1135,154,0,178,803,686,1135,2024-07-30
2023-2024,06,34,PUDUCHERRY,600,PONDICHERRY,IGNDPS,1314,221,0,48,1045,1314,0,2024-07-30
2023-2024,06,35,"ANDAMAN AND NICOBAR",602,"SOUTH ANDAMANS",IGNDPS,75,0,0,75,0,39,75,2024-07-30
2023-2024,06,36,TELANGANA,516,NIZAMABAD,IGNDPS,3673,620,359,432,2262,2581,3557,2024-07-30
2023-2024,06,36,TELANGANA,681,JAGITIAL,IGNDPS,103,31,4,0,68,103,95,2024-07-30
2023-2024,06,36,TELANGANA,682,PEDDAPALLI,IGNDPS,60,8,2,0,50,60,59,2024-07-30
2023-2024,06,36,TELANGANA,686,HANUMAKONDA,IGNDPS,33,9,0,0,24,33,30,2024-07-30
2023-2024,06,36,TELANGANA,688,MAHABUBABAD,IGNDPS,334,44,111,0,179,332,307,2024-07-30
2023-2024,06,36,TELANGANA,689,JANGOAN,IGNDPS,269,82,2,0,185,269,253,2024-07-30
2023-2024,06,36,TELANGANA,690,"BHADRADRI KOTHAGUDEM",IGNDPS,713,89,217,0,407,713,624,2024-07-30
2023-2024,06,36,TELANGANA,693,WANAPARTHY,IGNDPS,549,86,24,23,416,522,438,2024-07-30
2023-2024,06,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",463,DAMAN,IGNDPS,301,24,27,163,87,76,221,2024-07-30
2023-2024,06,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",464,DIU,IGNDPS,173,25,0,13,135,38,1,2024-07-30
2023-2024,06,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",465,"DADRA AND NAGAR HAVELI",IGNDPS,43,0,43,0,0,0,0,2024-07-30
2023-2024,06,5,UTTARAKHAND,46,BAGESHWAR,IGNDPS,57,22,0,35,0,27,36,2024-07-30
2023-2024,06,6,HARYANA,59,BHIWANI,IGNDPS,1117,381,0,461,275,673,500,2024-07-30
2023-2024,06,6,HARYANA,66,KAITHAL,IGNDPS,2086,657,0,821,608,1256,637,2024-07-30
2023-2024,06,6,HARYANA,70,PANCHKULA,IGNDPS,428,87,0,179,162,329,268,2024-07-30
2023-2024,06,7,DELHI,80,NORTH,IGNDPS,237,0,0,237,0,237,232,2024-07-30
2023-2024,06,7,DELHI,82,"NORTH WEST- I",IGNDPS,611,0,0,605,6,611,602,2024-07-30
2023-2024,06,7,DELHI,85,WEST,IGNDPS,551,0,0,550,1,551,538,2024-07-30
2023-2024,06,8,RAJASTHAN,100,GANGANAGAR,IGNDPS,1824,936,8,191,689,1563,1545,2024-07-30
2023-2024,06,8,RAJASTHAN,103,JAISALMER,IGNDPS,503,84,35,212,172,357,349,2024-07-30
2023-2024,06,8,RAJASTHAN,105,JHALAWAR,IGNDPS,691,97,87,82,425,628,651,2024-07-30
2023-2024,06,8,RAJASTHAN,106,JHUNJHUNU,IGNDPS,802,214,16,208,364,564,634,2024-07-30
2023-2024,06,8,RAJASTHAN,108,KAROULI,IGNDPS,659,181,120,118,240,498,579,2024-07-30
2023-2024,06,8,RAJASTHAN,115,SIROHI,IGNDPS,204,53,89,16,46,147,150,2024-07-30
2023-2024,06,9,"UTTAR PRADESH",118,AGRA,IGNDPS,988,273,1,273,441,173,619,2024-07-30
2023-2024,06,9,"UTTAR PRADESH",119,ALIGARH,IGNDPS,1121,282,0,313,526,522,815,2024-07-30
2023-2024,06,9,"UTTAR PRADESH",121,"AMBEDKAR NAGAR",IGNDPS,2695,628,0,635,1432,1207,1754,2024-07-30
2023-2024,06,9,"UTTAR PRADESH",123,AZAMGARH,IGNDPS,3017,819,4,551,1643,972,1695,2024-07-30
2023-2024,06,9,"UTTAR PRADESH",128,BANDA,IGNDPS,1516,312,1,355,848,608,1035,2024-07-30
2023-2024,04,1,"JAMMU AND KASHMIR",11,PULWAMA,IGNDPS,107,0,6,92,9,101,59,2024-07-30
2023-2024,04,1,"JAMMU AND KASHMIR",12,RAJAURI,IGNDPS,103,6,8,89,0,34,1,2024-07-30
2023-2024,04,1,"JAMMU AND KASHMIR",2,BADGAM,IGNDPS,105,4,0,98,3,52,14,2024-07-30
2023-2024,04,1,"JAMMU AND KASHMIR",620,KISHTWAR,IGNDPS,106,0,0,106,0,76,0,2024-07-30
2023-2024,04,1,"JAMMU AND KASHMIR",625,SHOPIAN,IGNDPS,108,0,8,100,0,96,82,2024-07-30
2023-2024,04,10,BIHAR,190,BANKA,IGNDPS,1990,213,61,1500,216,1402,1471,2024-07-30
2023-2024,04,10,BIHAR,191,BEGUSARAI,IGNDPS,3765,713,22,2554,476,2824,2817,2024-07-30
2023-2024,04,10,BIHAR,192,BHAGALPUR,IGNDPS,2874,350,62,2324,138,1917,2252,2024-07-30
2023-2024,04,10,BIHAR,199,JEHANABAD,IGNDPS,378,62,15,223,78,239,225,2024-07-30
2023-2024,04,10,BIHAR,209,NALANDA,IGNDPS,6505,1311,112,4354,728,4062,4916,2024-07-30
2023-2024,04,10,BIHAR,215,ROHTAS,IGNDPS,3252,319,38,2717,178,2420,2442,2024-07-30
2023-2024,04,10,BIHAR,217,SAMASTIPUR,IGNDPS,4608,701,22,3390,495,3301,3691,2024-07-30
2023-2024,04,10,BIHAR,218,SARAN,IGNDPS,8924,1089,156,6939,740,6346,7261,2024-07-30
2023-2024,04,12,"ARUNACHAL PRADESH",229,CHANGLANG,IGNDPS,230,0,230,0,0,140,202,2024-07-30
2023-2024,04,12,"ARUNACHAL PRADESH",232,"EAST SIANG",IGNDPS,196,0,196,0,0,102,0,2024-07-30
2023-2024,04,12,"ARUNACHAL PRADESH",233,"KURUNG KUMEY",IGNDPS,193,0,193,0,0,63,0,2024-07-30
2023-2024,04,12,"ARUNACHAL PRADESH",237,"PAPUM PARE",IGNDPS,274,0,274,0,0,168,0,2024-07-30
2023-2024,04,12,"ARUNACHAL PRADESH",242,"WEST KAMENG",IGNDPS,129,0,129,0,0,56,0,2024-07-30
2023-2024,04,12,"ARUNACHAL PRADESH",243,"WEST SIANG",IGNDPS,160,0,160,0,0,106,1,2024-07-30
2023-2024,04,12,"ARUNACHAL PRADESH",666,LONGDING,IGNDPS,78,0,78,0,0,63,3,2024-07-30
2023-2024,04,12,"ARUNACHAL PRADESH",719,"LOWER SIANG",IGNDPS,28,0,28,0,0,19,0,2024-07-30
2023-2024,04,13,NAGALAND,615,LONGLENG,IGNDPS,107,4,95,8,0,0,0,2024-07-30
2023-2024,04,14,MANIPUR,257,SENAPATI,IGNDPS,126,0,124,2,0,38,0,2024-07-30
2023-2024,04,14,MANIPUR,260,UKHRUL,IGNDPS,62,0,62,0,0,54,5,2024-07-30
2023-2024,04,15,MIZORAM,726,HNAHTHIAL,IGNDPS,32,0,31,1,0,23,21,2024-07-30
2023-2024,04,16,TRIPURA,655,UNAKOTI,IGNDPS,259,51,27,164,17,113,2,2024-07-30
2023-2024,04,17,MEGHALAYA,274,"EAST KHASI HILLS",IGNDPS,395,0,390,5,0,191,61,2024-07-30
2023-2024,04,17,MEGHALAYA,276,"RI BHOI",IGNDPS,243,4,228,11,0,63,2,2024-07-30
2023-2024,04,18,ASSAM,281,BONGAIGAON,IGNDPS,708,21,2,626,59,562,549,2024-07-30
2023-2024,04,18,ASSAM,285,DHUBRI,IGNDPS,1985,10,0,1957,18,1596,1496,2024-07-30
2023-2024,04,18,ASSAM,288,GOLAGHAT,IGNDPS,1232,35,23,1105,69,749,473,2024-07-30
2023-2024,04,18,ASSAM,292,"KARBI ANGLONG",IGNDPS,587,26,431,72,58,385,273,2024-07-30
2023-2024,04,18,ASSAM,298,NALBARI,IGNDPS,684,2,0,680,2,408,424,2024-07-30
2023-2024,04,18,ASSAM,612,CHIRANG,IGNDPS,581,50,258,169,104,346,566,2024-07-30
2023-2024,04,18,ASSAM,706,MAJULI,IGNDPS,214,19,81,73,41,182,189,2024-07-30
2023-2024,04,18,ASSAM,708,CHARAIDEO,IGNDPS,542,4,9,364,165,349,537,2024-07-30
2023-2024,04,19,"WEST BENGAL",304,"24 PARGANAS SOUTH",IGNDPS,2027,396,53,1558,10,1907,1201,2024-07-30
2023-2024,04,19,"WEST BENGAL",305,BANKURA,IGNDPS,1261,416,85,711,49,1196,1004,2024-07-30
2023-2024,04,19,"WEST BENGAL",310,"DINAJPUR DAKSHIN",IGNDPS,604,146,43,404,11,573,253,2024-07-30
2023-2024,04,19,"WEST BENGAL",311,"DINAJPUR UTTAR",IGNDPS,724,158,16,547,3,701,589,2024-07-30
2023-2024,04,19,"WEST BENGAL",318,"PASCHIM MEDINIPUR",IGNDPS,3349,711,261,2327,50,3220,3063,2024-07-30
2023-2024,04,19,"WEST BENGAL",321,PURULIA,IGNDPS,1576,270,168,1103,34,1518,882,2024-07-30
2023-2024,04,2,"HIMACHAL PRADESH",22,MANDI,IGNDPS,153,38,3,103,9,48,0,2024-07-30
2023-2024,04,20,JHARKHAND,335,LATEHAR,IGNDPS,965,157,399,143,266,965,519,2024-07-30
2023-2024,04,20,JHARKHAND,336,LOHARDAGA,IGNDPS,62,3,36,12,11,61,6,2024-07-30
2023-2024,04,21,ODISHA,348,BHADRAK,IGNDPS,2891,293,19,2041,538,2712,2130,2024-07-30
2023-2024,04,21,ODISHA,357,JHARSUGUDA,IGNDPS,839,109,222,342,166,813,497,2024-07-30
2023-2024,04,21,ODISHA,358,KALAHANDI,IGNDPS,3552,611,479,1144,1318,3435,1579,2024-07-30
2023-2024,04,21,ODISHA,362,KHORDHA,IGNDPS,5576,211,30,4938,397,5563,3206,2024-07-30
2023-2024,04,21,ODISHA,367,NAYAGARH,IGNDPS,3345,253,43,2210,839,3249,2333,2024-07-30
2023-2024,04,22,CHHATTISGARH,375,BILASPUR,IGNDPS,4256,313,169,2983,791,4007,2005,2024-07-30
2023-2024,04,22,CHHATTISGARH,377,DHAMTARI,IGNDPS,1318,30,68,945,275,1110,188,2024-07-30
2023-2024,04,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNDPS,1062,186,34,541,301,879,144,2024-07-30
2023-2024,04,22,CHHATTISGARH,637,NARAYANPUR,IGNDPS,261,8,179,45,29,227,8,2024-07-30
2023-2024,04,22,CHHATTISGARH,644,BALODABAZAR,IGNDPS,1179,242,103,233,601,1125,226,2024-07-30
2023-2024,04,22,CHHATTISGARH,645,GARIYABAND,IGNDPS,811,85,168,213,345,781,683,2024-07-30
2023-2024,04,22,CHHATTISGARH,647,MUNGELI,IGNDPS,1354,295,73,565,421,1315,332,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",390,ANUPPUR,IGNDPS,2062,302,928,127,705,999,356,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",395,BHIND,IGNDPS,1696,545,9,445,697,805,740,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",396,BHOPAL,IGNDPS,2484,507,114,885,978,911,284,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",398,CHHATARPUR,IGNDPS,2735,870,147,355,1363,1552,854,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",402,DEWAS,IGNDPS,2851,932,482,360,1077,1297,778,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",404,DINDORI,IGNDPS,2326,163,1352,58,753,1064,262,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",409,HOSHANGABAD,IGNDPS,4073,966,575,470,2062,2045,771,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",414,KHARGONE,IGNDPS,3431,778,898,344,1411,2019,941,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",416,MANDSAUR,IGNDPS,3592,931,94,554,2013,1953,596,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",418,NARSINGHPUR,IGNDPS,4042,982,439,488,2133,2100,885,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",429,SHAHDOL,IGNDPS,4582,495,1841,585,1661,2087,964,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",432,SHIVPURI,IGNDPS,2202,618,353,156,1075,936,862,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",434,TIKAMGARH,IGNDPS,2093,593,92,249,1159,971,566,2024-07-30
2023-2024,04,23,"MADHYA PRADESH",667,"AGAR MALWA",IGNDPS,620,153,17,97,353,310,32,2024-07-30
2023-2024,04,24,GUJARAT,441,"BANAS KANTHA",IGNDPS,863,183,65,169,442,755,478,2024-07-30
2023-2024,04,24,GUJARAT,445,DAHOD,IGNDPS,1635,36,1181,336,82,1397,1018,2024-07-30
2023-2024,04,24,GUJARAT,448,JUNAGADH,IGNDPS,589,110,47,310,117,508,407,2024-07-30
2023-2024,04,24,GUJARAT,453,NAVSARI,IGNDPS,261,3,118,140,0,226,3,2024-07-30
2023-2024,04,24,GUJARAT,460,SURENDRANAGAR,IGNDPS,757,196,11,148,402,570,466,2024-07-30
2023-2024,04,24,GUJARAT,675,"GIR SOMNATH",IGNDPS,816,144,17,207,446,531,528,2024-07-30
2023-2024,04,27,MAHARASHTRA,466,AHMEDNAGAR,IGNDPS,92,7,6,72,7,84,78,2024-07-30
2023-2024,04,27,MAHARASHTRA,467,AKOLA,IGNDPS,274,0,0,274,0,239,5,2024-07-30
2023-2024,04,27,MAHARASHTRA,476,GONDIA,IGNDPS,293,45,16,145,87,242,224,2024-07-30
2023-2024,04,27,MAHARASHTRA,481,LATUR,IGNDPS,438,58,0,346,34,359,64,2024-07-30
2023-2024,04,27,MAHARASHTRA,486,NANDURBAR,IGNDPS,488,9,293,162,24,464,51,2024-07-30
2023-2024,04,27,MAHARASHTRA,489,PARBHANI,IGNDPS,186,3,0,181,2,168,34,2024-07-30
2023-2024,04,27,MAHARASHTRA,493,SANGLI,IGNDPS,126,12,0,98,16,126,124,2024-07-30
2023-2024,04,28,"ANDHRA PRADESH",505,"EAST GODAVARI",IGNDPS,3345,617,276,955,1497,1998,1289,2024-07-30
2023-2024,04,28,"ANDHRA PRADESH",521,VIZIANAGARAM,IGNDPS,562,59,64,30,409,327,180,2024-07-30
2023-2024,04,29,KARNATAKA,546,RAICHUR,IGNDPS,806,50,38,127,591,777,497,2024-07-30
2023-2024,04,29,KARNATAKA,631,RAMANAGARA,IGNDPS,1521,112,10,582,817,1485,968,2024-07-30
2023-2024,04,3,PUNJAB,30,"FATEHGARH SAHIB",IGNDPS,110,30,0,73,7,78,110,2024-07-30
2023-2024,04,3,PUNJAB,34,JALANDHAR,IGNDPS,160,25,0,132,3,84,146,2024-07-30
2023-2024,04,3,PUNJAB,39,MUKTSAR,IGNDPS,166,24,0,142,0,130,166,2024-07-30
2023-2024,04,32,KERALA,557,KANNUR,IGNDPS,13843,129,256,13458,0,3061,5159,2024-07-30
2023-2024,04,32,KERALA,558,KASARAGOD,IGNDPS,9002,84,137,8781,0,1649,2433,2024-07-30
2023-2024,04,32,KERALA,564,PATHANAMTHITTA,IGNDPS,6937,181,356,6400,0,2053,1695,2024-07-30
2023-2024,04,33,"TAMIL NADU",568,CHENNAI,IGNDPS,2834,642,0,146,2046,1083,2801,2024-07-30
2023-2024,04,33,"TAMIL NADU",579,NAGAPATTINAM,IGNDPS,1886,749,0,18,1119,1301,1875,2024-07-30
2023-2024,04,33,"TAMIL NADU",582,PUDUKKOTTAI,IGNDPS,1135,154,0,178,803,686,1135,2024-07-30
2023-2024,04,33,"TAMIL NADU",588,THENI,IGNDPS,369,38,0,78,253,206,366,2024-07-30
2023-2024,04,33,"TAMIL NADU",591,THIRUCHIRAPPALLI,IGNDPS,1311,164,3,32,1112,1201,1309,2024-07-30
2023-2024,04,33,"TAMIL NADU",595,VELLORE,IGNDPS,7410,1516,182,2089,3623,3247,7399,2024-07-30
2023-2024,04,36,TELANGANA,516,NIZAMABAD,IGNDPS,3673,620,359,432,2262,2581,3557,2024-07-30
2023-2024,04,36,TELANGANA,518,RANGAREDDI,IGNDPS,2395,541,114,233,1507,2078,2254,2024-07-30
2023-2024,04,36,TELANGANA,680,NIRMAL,IGNDPS,657,123,66,58,410,603,624,2024-07-30
2023-2024,04,36,TELANGANA,684,MANCHERIAL,IGNDPS,724,203,56,58,407,657,625,2024-07-30
2023-2024,04,36,TELANGANA,694,NAGARKURNOOL,IGNDPS,1080,229,128,58,665,1042,995,2024-07-30
2023-2024,04,36,TELANGANA,695,"JOGULAMBA GADWAL",IGNDPS,793,174,11,24,584,755,545,2024-07-30
2023-2024,04,38,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU",463,DAMAN,IGNDPS,301,24,27,163,87,76,221,2024-07-30
2023-2024,04,5,UTTARAKHAND,47,CHAMOLI,IGNDPS,105,25,3,77,0,43,70,2024-07-30
2023-2024,04,6,HARYANA,70,PANCHKULA,IGNDPS,421,85,0,177,159,322,262,2024-07-30
2023-2024,04,6,HARYANA,701,"CHARKI DADRI",IGNDPS,341,78,0,155,108,237,201,2024-07-30
2023-2024,04,7,DELHI,77,CENTRAL,IGNDPS,201,0,0,200,1,201,193,2024-07-30
2023-2024,04,7,DELHI,78,EAST,IGNDPS,330,0,0,328,2,330,322,2024-07-30
2023-2024,04,7,DELHI,80,NORTH,IGNDPS,237,0,0,237,0,237,232,2024-07-30
2023-2024,04,8,RAJASTHAN,102,JAIPUR,IGNDPS,473,94,56,150,173,422,454,2024-07-30
2023-2024,04,8,RAJASTHAN,104,JALORE,IGNDPS,928,291,130,125,382,857,886,2024-07-30
2023-2024,04,8,RAJASTHAN,107,JODHPUR,IGNDPS,766,188,30,310,238,557,624,2024-07-30
2023-2024,04,8,RAJASTHAN,108,KAROULI,IGNDPS,659,181,120,118,240,498,579,2024-07-30
2023-2024,04,8,RAJASTHAN,109,KOTA,IGNDPS,132,36,4,26,66,118,121,2024-07-30
2023-2024,04,8,RAJASTHAN,113,"SAWAI MADHOPUR",IGNDPS,220,54,52,31,83,184,210,2024-07-30
2023-2024,04,8,RAJASTHAN,93,BIKANER,IGNDPS,681,179,2,227,273,466,562,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",118,AGRA,IGNDPS,988,273,1,273,441,173,619,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",120,PRAYAGRAJ,IGNDPS,4901,1083,6,1222,2590,1922,3195,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",129,BARABANKI,IGNDPS,2326,669,0,726,931,980,1718,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",130,BAREILLY,IGNDPS,2583,289,1,1241,1052,1103,1733,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",135,CHANDAULI,IGNDPS,741,168,1,158,414,317,537,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",138,ETAH,IGNDPS,1061,201,1,250,609,443,702,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",139,ETAWAH,IGNDPS,806,241,2,129,434,285,523,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",143,FIROZABAD,IGNDPS,972,205,0,123,644,217,713,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",145,GHAZIABAD,IGNDPS,332,66,0,120,146,55,164,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",147,GONDA,IGNDPS,2125,317,2,1029,777,850,1302,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",149,HAMIRPUR,IGNDPS,706,169,1,128,408,292,472,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",157,"KANPUR NAGAR",IGNDPS,2255,668,0,637,950,746,1502,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",158,KAUSHAMBI,IGNDPS,1405,589,0,303,513,632,975,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",160,"KUSHI NAGAR",IGNDPS,2721,486,4,643,1588,972,1638,2024-07-30
2023-2024,04,9,"UTTAR PRADESH",172,MUZAFFARNAGAR,IGNDPS,1996,395,0,699,902,726,1508,2024-07-30
2023-2024,03,1,"JAMMU AND KASHMIR",2,BADGAM,IGNDPS,120,1,0,116,3,120,73,2024-07-30
2023-2024,03,1,"JAMMU AND KASHMIR",5,JAMMU,IGNDPS,14,2,1,10,1,14,1,2024-07-30
2023-2024,03,1,"JAMMU AND KASHMIR",621,RAMBAN,IGNDPS,171,3,5,161,2,153,94,2024-07-30
2023-2024,03,1,"JAMMU AND KASHMIR",622,KULGAM,IGNDPS,104,3,6,94,1,104,4,2024-07-30
2023-2024,03,1,"JAMMU AND KASHMIR",624,SAMBA,IGNDPS,51,9,7,34,1,51,3,2024-07-30
2023-2024,03,10,BIHAR,200,"KAIMUR (BHABUA)",IGNDPS,1624,349,65,965,245,1021,1339,2024-07-30
2023-2024,03,10,BIHAR,204,LAKHISARAI,IGNDPS,2371,327,28,1511,505,1487,1743,2024-07-30
2023-2024,03,10,BIHAR,206,MADHUBANI,IGNDPS,9744,842,105,7771,1026,6422,7303,2024-07-30
2023-2024,03,10,BIHAR,208,MUZAFFARPUR,IGNDPS,3652,689,15,2806,142,2600,3082,2024-07-30
2023-2024,03,10,BIHAR,211,"PASHCHIM CHAMPARAN",IGNDPS,5622,762,195,3988,677,3022,4111,2024-07-30
2023-2024,03,10,BIHAR,218,SARAN,IGNDPS,8924,1089,156,6939,740,6346,7261,2024-07-30
2023-2024,03,10,BIHAR,222,SIWAN,IGNDPS,4943,779,305,2207,1652,3314,3781,2024-07-30
2023-2024,03,12,"ARUNACHAL PRADESH",234,LOHIT,IGNDPS,22,0,19,3,0,14,0,2024-07-30
2023-2024,03,12,"ARUNACHAL PRADESH",236,"LOWER SUBANSIRI",IGNDPS,102,0,102,0,0,45,0,2024-07-30
2023-2024,03,12,"ARUNACHAL PRADESH",677,"KRA DAADI",IGNDPS,73,0,73,0,0,36,0,2024-07-30
2023-2024,03,12,"ARUNACHAL PRADESH",678,NAMSAI,IGNDPS,29,0,29,0,0,11,0,2024-07-30
2023-2024,03,12,"ARUNACHAL PRADESH",718,KAMLE,IGNDPS,79,0,79,0,0,41,0,2024-07-30
2023-2024,03,12,"ARUNACHAL PRADESH",723,"PAKKE KESSANG",IGNDPS,47,0,47,0,0,26,0,2024-07-30
2023-2024,03,13,NAGALAND,615,LONGLENG,IGNDPS,107,4,95,8,0,0,0,2024-07-30
2023-2024,03,14,MANIPUR,255,"IMPHAL EAST",IGNDPS,183,2,2,3,176,92,24,2024-07-30
2023-2024,03,14,MANIPUR,256,"IMPHAL WEST",IGNDPS,163,9,3,1,150,104,3,2024-07-30
